4 3.2604117409925895	25 3.188386131035603	27 3.188386131035603	29 3.188386131035603	33 3.188386131035603	41 3.188386131035603	57 3.188386131035603	26 3.169812691920138	21 3.1680070170221017	5 3.133859543686202	15 3.1234682666558933	6 3.0931888925915816	16 3.0247686702493732	35 2.9729428704021106	24 2.8919815092627634	38 2.8517792510052637	42 2.8517792510052637	0 2.6165124468329153	23 2.4299410581578207	7 2.1272615406496476	
6 6.0205594716805795	15 5.989951311010975	25 5.966750834018202	27 5.966750834018202	29 5.966750834018202	33 5.966750834018202	41 5.966750834018202	16 5.962996871068444	21 5.923350213887251	26 5.90934243113945	36 5.850880564500931	42 5.76453895351967	24 5.407254213581831	38 5.336824187867307	34 5.146509050979864	7 4.200767246644895	3 4.002163939872217	0 3.7737045732413614	39 3.7737045732413614	22 2.6684120939336533	
36 3.985638494136042	25 3.8645696911452476	29 3.8645696911452476	41 3.8645696911452476	57 3.8645696911452476	15 3.7614959241387247	16 3.7429492190264657	5 3.7158763053630555	26 3.651675116802864	4 3.643551246635742	35 3.6076001579769623	42 3.565041442183784	21 3.456576213274456	32 3.355386131598901	24 3.1554079395770134	23 2.732663434976806	34 2.732663434976806	22 2.6227152976371437	0 2.444168480094486	39 2.444168480094486	
21 2.1855069269065965	36 2.1018462679108394	34 2.081348323368268	4 2.06802431663781	26 2.0253897427602734	24 1.995085739084229	41 1.9434710269299074	25 1.9434710269299071	27 1.9434710269299071	29 1.9434710269299071	33 1.9434710269299071	57 1.9434710269299071	35 1.9357525956984196	16 1.9204350023782202	5 1.868693933939209	42 1.8467585603159669	22 1.763573856703235	38 1.7382933314066387	32 1.7075264819641105	23 1.3742415421817205	
21 4.1059792582001196	26 3.6712701907276726	25 3.415095701746851	27 3.415095701746851	29 3.415095701746851	33 3.415095701746851	41 3.415095701746851	57 3.415095701746851	35 3.4048718659027433	6 3.3898259812130034	36 3.3487768507680844	15 3.3240100682095974	5 3.283696300714839	42 3.1959758117466315	38 3.0545544555093223	32 3.052839224671124	23 2.4148373291062293	31 2.290363372034888	0 2.159896168994224	39 2.159896168994224	
36 4.811252760056517	5 4.163090440612281	25 4.127648903471081	27 4.127648903471081	33 4.127648903471081	41 4.127648903471081	6 4.004407626935572	16 3.9158315749395323	26 3.900261606418904	18 3.8944271909999157	4 3.8915847066688247	32 3.7793355483123543	35 3.7549950699624386	21 3.6918814141655214	38 3.6918814141655214	42 3.6918814141655214	24 3.3702112169542153	34 2.918688530001618	0 2.6105543832930214	39 2.6105543832930214	
36 4.867719119707623	22 4.634974902330108	21 4.456009509499625	27 4.364118955615571	29 4.364118955615571	33 4.364118955615571	41 4.364118955615571	57 4.364118955615571	26 4.357230579845396	6 4.342282503441853	16 4.281588120135453	15 4.247721473781944	35 4.2333102731477155	5 4.19620488617763	24 4.0677615413507935	34 3.9596715552737383	32 3.87682215655928	0 3.3601111759320954	23 3.085898107420524	18 3.0	
4 5.847864343200874	16 5.786518500632926	25 5.699881089562373	27 5.699881089562373	29 5.699881089562373	33 5.699881089562373	41 5.699881089562373	57 5.699881089562373	15 5.661636535823812	42 5.634308626532506	5 5.548722090688888	26 5.500800123483758	21 5.314605992986909	38 5.098128631970813	34 4.372705331723223	23 4.205836174247927	3 3.9298277401737085	22 3.6189031108467278	0 3.604921327027858	39 3.604921327027858	
16 4.400867552055541	6 4.383414825992824	35 4.379577272310922	36 4.271916563202278	4 4.238815592135105	15 4.15943641859225	27 4.156517183241728	29 4.156517183241728	33 4.156517183241728	41 4.156517183241728	57 4.156517183241728	5 4.064740734837098	26 4.028131603322363	21 3.9002761743848353	31 3.7834832691178666	38 3.71770198854978	34 3.2277766209834455	23 3.1145130902500386	3 2.773245607553635	22 2.753278185274806	
15 5.95521139741054	4 5.893062073954136	25 5.827728598830281	27 5.827728598830281	29 5.827728598830281	57 5.827728598830281	32 5.724568100555368	36 5.714558047184297	26 5.685692465469382	6 5.6537271930376605	16 5.52866878728161	35 5.335490754319512	42 5.212478920561643	24 4.940894661354708	34 4.437054177164506	23 4.315083583619121	31 4.082874188091827	0 3.6857791915210734	39 3.6857791915210734	22 2.6062394602808214	
4 6.252917502558894	5 6.125406457333428	25 6.097611375023701	27 6.097611375023701	57 6.097611375023701	15 6.048758768629495	21 5.985598434944392	36 5.979199882221381	6 5.915551944280108	16 5.784702069487813	35 5.656047313351924	24 5.464078804977771	38 5.453869413971582	42 5.453869413971582	34 5.152399754462246	31 4.06862536432882	0 3.856468046325209	39 3.856468046325209	3 3.838283821696929	22 2.726934706985791	
25 5.31933870833134	29 5.31933870833134	33 5.31933870833134	41 5.31933870833134	6 5.300544562023207	4 5.291971978123872	16 5.2289419751025905	15 5.1774641084483095	5 5.1146715536733875	35 5.103216305675668	21 5.024850790177829	42 5.015960068617082	32 4.8567541779046195	38 4.757761178869921	34 4.183646227640207	23 3.761340472089181	22 3.448719384296282	7 3.4044549684992287	0 3.364245192845024	39 3.364245192845024	
33 9.192563741557866	57 9.192563741557866	36 9.014050365028666	6 9.01002966239939	15 8.96750561485846	5 8.907020102092213	21 8.893120416942075	16 8.840697513252033	42 8.39159484135448	24 8.11827109828154	34 7.561133853696466	23 6.675535762006556	0 6.413887791920459	31 5.877090431197216	7 5.729857863834955	3 5.157994665767938	22 4.111039482724639	4 1.0	9 1.0	25 1.0	
36 3.1385432685890167	15 3.1300450354099607	4 3.0739264832539797	25 3.0006986741581354	27 3.0006986741581354	33 3.0006986741581354	41 3.0006986741581354	57 3.0006986741581354	5 2.9533935592267127	26 2.9533252123933975	6 2.9111053139305554	16 2.8467127146561433	35 2.748594651024491	21 2.6839064861644326	38 2.6839064861644326	42 2.6839064861644326	0 2.497808476437429	24 2.450060207844478	7 2.403800316357676	31 2.3321888289537327	
21 5.346939270825397	4 5.3036372014239435	36 5.183939317842696	26 5.1667666089322335	5 5.153296297150084	15 5.1332769028980785	25 5.086601547792154	29 5.086601547792154	33 5.086601547792154	41 5.086601547792154	57 5.086601547792154	6 5.02666123423731	16 4.945439757599655	24 4.881065420402158	42 4.7191106100327636	31 3.370429289856202	7 3.223196722493941	0 3.217049288152206	39 3.217049288152206	22 3.169224558063696	
6 6.227605180893498	35 6.197230659102078	4 6.052825820864313	25 5.978408148487719	27 5.978408148487719	29 5.978408148487719	33 5.978408148487719	41 5.978408148487719	15 5.912613776842623	21 5.878979827875688	5 5.748382603541977	32 5.500598186908146	24 5.366749778075589	38 5.347250806902879	34 5.068110344639338	31 4.803092231960013	22 4.637891389312677	39 4.381077306266263	23 4.2273729424965785	3 3.468595371955917	
36 5.688486337623021	15 5.654643814418645	25 5.622255129469164	27 5.622255129469164	29 5.622255129469164	33 5.622255129469164	57 5.622255129469164	16 5.593010223426018	35 5.493065546370139	5 5.474082871100657	26 5.457667319679801	42 5.395361981192462	21 5.316681303709974	38 5.028697862535973	34 4.430876528869977	23 4.150946331469902	7 4.001872558888837	3 3.829916087597698	0 3.555826359137484	39 3.555826359137484	
25 8.13344670209267	27 8.13344670209267	29 8.13344670209267	41 8.13344670209267	36 7.975500662834118	15 7.916515696228723	4 7.887789932409967	26 7.861378548093162	42 7.694178347952117	38 7.274775886900276	32 7.148765343221942	34 6.409723844822629	23 5.945472489940542	39 5.744043361239566	31 5.237293891896738	7 4.695847642892678	3 4.066723351046335	22 3.637387943450138	0 1.0	5 1.0	
16 5.007860283093818	35 4.972176636418988	42 4.906682228683659	29 4.864569691145248	41 4.864569691145248	57 4.864569691145248	4 4.822062548613322	21 4.798216999774329	26 4.785568535830546	36 4.770103034688779	15 4.7348244509233	5 4.677400253003879	24 4.380152810968603	32 4.22362927372336	34 4.146876997349901	31 3.5259388982668303	23 3.4397702161633537	0 3.076624012128162	39 3.076624012128162	7 2.8085606206744034	
15 7.578157086564479	25 7.502252109556303	27 7.502252109556303	29 7.502252109556303	41 7.502252109556303	57 7.502252109556303	5 7.476002161418322	36 7.3565634427923525	16 7.3138235983563815	26 7.171272520669222	42 6.988199385338168	21 6.849530711043624	24 6.252737464604989	34 5.525165634246901	31 5.3745498971828916	0 5.344840849400199	3 4.769914577641268	22 3.3551091402618183	4 1.0	6 1.0	
4 5.356484902839563	21 5.251023970034655	35 5.192813330595037	16 5.160492181383793	26 5.086927637800955	15 5.065794416375063	27 5.01726988364588	29 5.01726988364588	33 5.01726988364588	41 5.01726988364588	57 5.01726988364588	36 4.919837892629182	5 4.892375069272199	24 4.793507130647187	38 4.487582608517859	23 3.723157161630448	7 3.516501400869058	3 3.370288624422378	0 3.1732000936177935	39 3.1732000936177935	
36 4.978781068001763	25 4.49849492572948	27 4.49849492572948	29 4.49849492572948	41 4.49849492572948	57 4.49849492572948	15 4.405550342329955	4 4.398356529752463	26 4.34516927809737	5 4.32541059942962	35 4.3041589594846315	42 4.273462765294231	32 4.21587420561932	21 4.023576180147593	38 4.023576180147593	24 3.6730057261788454	39 3.445098001603029	31 3.304709630015687	23 3.180916267116589	34 3.180916267116589	
16 6.056817067109079	35 5.997779926001573	27 5.962079271106563	29 5.962079271106563	33 5.962079271106563	41 5.962079271106563	15 5.8967204146771754	21 5.885268665813572	26 5.867161151180925	36 5.846299720184502	32 5.765520653698974	5 5.732681996901904	24 5.372490675407379	38 5.332645814974668	34 5.089600130424413	23 4.215826682571199	3 3.9079748347364593	0 3.7707500174346515	39 3.7707500174346515	22 2.666322907487334	
36 4.713399176704427	25 4.406742875473608	27 4.406742875473608	29 4.406742875473608	41 4.406742875473608	57 4.406742875473608	16 4.377165689020989	15 4.289208550903149	5 4.237188805863456	42 4.219491756383281	26 4.178307327915403	4 4.172585569171155	21 3.975413826749791	32 3.8449303786613616	22 3.7596097077842066	24 3.6290397138813257	0 3.3870689098432702	34 3.169643396934783	23 3.1160377701928934	31 2.9031062485731582	
36 4.077223884761588	16 4.014129607885732	4 3.963916607517648	25 3.957968829937183	27 3.957968829937183	29 3.957968829937183	33 3.957968829937183	41 3.957968829937183	57 3.957968829937183	35 3.94236028104082	42 3.9067790612824274	15 3.8524039703020274	26 3.8170806824664334	21 3.722689128460993	32 3.7194636799167577	38 3.5401149426259373	0 3.103239282110626	34 3.08738173396838	23 2.99296377184502	22 2.6644846623128844	
16 4.271854065594149	32 4.262737673143255	6 4.251483056386128	35 4.240010662227035	4 4.189214207279012	36 4.117860752328274	5 4.060088268863479	15 4.033987186962987	25 4.020525027875963	27 4.020525027875963	29 4.020525027875963	33 4.020525027875963	41 4.020525027875963	57 4.020525027875963	26 3.9780456021790256	31 3.875033878857686	38 3.5960669070279554	24 3.46531912463013	34 3.159168277158164	0 2.542803295560001	
25 2.9615239476408233	29 2.9615239476408233	33 2.9615239476408233	57 2.9615239476408233	36 2.90401315365248	15 2.882535740994482	6 2.8731002468045412	16 2.809548305903473	26 2.798377095435675	4 2.7921515546975737	35 2.6941506128622943	21 2.6488675455673634	38 2.6488675455673634	42 2.6488675455673634	32 2.6394727821460995	24 2.418074177584314	23 2.2883708384946324	34 2.09411366602318	0 1.873032203935649	39 1.873032203935649	
36 5.537024968351674	16 5.476239327065586	6 5.472590568064807	42 5.398185446507081	35 5.38969628819464	4 5.327540438893865	27 5.246679672175132	29 5.246679672175132	33 5.246679672175132	41 5.246679672175132	57 5.246679672175132	15 5.153900990265231	26 5.075577773153977	21 4.692772961259962	38 4.692772961259962	24 4.283896013553998	22 4.1352408626298125	7 4.033851383490907	0 3.9182915834757948	34 3.7099627749086475	
36 1.8002528035332608	16 1.7545608120521496	6 1.7475729487292135	42 1.740282094190721	35 1.7262638501600416	4 1.6983356327954997	25 1.6570193967232596	27 1.6570193967232596	29 1.6570193967232596	33 1.6570193967232596	41 1.6570193967232596	57 1.6570193967232596	32 1.6535301897840087	39 1.6479910841447294	15 1.612824248266116	5 1.5932638316547636	26 1.5657361576214361	21 1.4820832044435601	38 1.4820832044435601	24 1.3529506719554647	
4 4.455711319090056	24 4.261128384667973	35 4.257258614868797	6 4.168841857621762	36 4.164667165467578	16 4.155685521271799	42 4.067089081926709	25 4.047143828867666	27 4.047143828867666	29 4.047143828867666	33 4.047143828867666	41 4.047143828867666	57 4.047143828867666	5 3.959575635372633	15 3.9593216315516893	38 3.619875486426751	39 3.159638503503308	31 3.1288043104473355	23 3.037174449691021	22 2.704364934213291	
36 4.014916181517974	4 4.0128126831922195	26 3.953385464275186	25 3.8944271909999157	27 3.8944271909999157	41 3.8944271909999157	15 3.7905570804857396	6 3.7781493317106203	34 3.777110422796704	24 3.7706089624223185	5 3.7445850064900013	16 3.694578031575398	35 3.6525421407679555	38 3.483281572999747	42 3.483281572999747	32 3.381309701088699	23 2.7537758755933184	22 2.6360679774997893	0 2.4630520210502658	39 2.4630520210502658	
4 3.2926663080473544	26 3.1391450967667818	25 3.055930599001927	27 3.055930599001927	29 3.055930599001927	33 3.055930599001927	41 3.055930599001927	57 3.055930599001927	21 3.0495351875728214	15 3.021582422318882	5 3.006500377638317	6 2.9646881515863512	16 2.89911031927463	35 2.852445734766992	24 2.783832020232304	38 2.733307421555984	42 2.733307421555984	22 2.436492505639314	7 2.4356884830341006	31 2.364076995630157	
36 8.24536552900835	16 8.130499258034208	25 8.029770507623791	29 8.029770507623791	41 8.029770507623791	57 8.029770507623791	4 7.9261699227343705	5 7.915073809611736	42 7.907239779822405	32 7.806105116414939	21 7.3004636801618075	38 7.182045079507915	24 6.664381063119672	31 6.290446009259229	34 5.865141425010631	0 5.078472778507524	39 5.078472778507524	2 1.8944271909999157	18 1.8944271909999157	47 1.8944271909999157	
16 5.4305873101288435	36 5.4031594581767495	35 5.320537122005308	25 5.310163102459333	27 5.310163102459333	29 5.310163102459333	57 5.310163102459333	42 5.305233091893386	15 5.28231290157536	4 5.230258350692778	5 5.173998913262937	26 5.041072858082137	21 4.749554267484099	24 4.335730017326612	31 4.3313701697833045	23 3.9302639428169956	34 3.7548523389555895	0 3.358442030151512	39 3.358442030151512	3 3.350068567162438	
25 3.5906425536624593	27 3.5906425536624593	29 3.5906425536624593	33 3.5906425536624593	41 3.5906425536624593	57 3.5906425536624593	6 3.560131443023055	4 3.551956931348943	21 3.5277960991739166	26 3.526468922355056	36 3.520914701434906	35 3.4399423662604383	42 3.352989689394388	24 3.2204225029938107	38 3.2115683331570786	32 3.205821788321923	23 2.7332248709831597	0 2.2709217466193476	39 2.2709217466193476	31 2.2556326307558017	
25 7.249754699975803	41 7.249754699975803	57 7.249754699975803	6 7.12522804149401	36 7.1089693622956975	4 7.09066142022493	15 7.076514152591638	5 7.038962682917944	16 6.997587024201604	42 6.653893607642997	38 6.484377731737794	24 6.210075008940567	34 5.629814724006874	23 5.30176231415334	39 5.185147465886839	31 4.619326344567819	7 4.472093777205558	3 4.029455304713229	22 3.242188865868897	0 1.0	
35 2.560995783511163	42 2.5397817434827874	16 2.535731457317288	6 2.5122444568295963	36 2.4902457290566833	21 2.4087959139996675	4 2.372427168915341	26 2.344309212927538	25 2.3395623132202235	29 2.3395623132202235	33 2.3395623132202235	41 2.3395623132202235	57 2.3395623132202235	15 2.277162739647353	5 2.2495451911592053	24 2.198919764206487	38 2.0925681479828295	0 2.0796691275336334	32 2.031308934026295	22 1.9407112649913305	
22 2.62435811485745	36 2.2241953929356986	42 2.1182210612151944	35 2.09742888488414	16 2.0885988316477246	6 2.0549976978163267	18 2.0	46 2.0	31 1.8708154124186844	25 1.8682431421244594	29 1.8682431421244594	33 1.8682431421244594	41 1.8682431421244594	57 1.8682431421244594	5 1.864510445538004	4 1.849102328199327	15 1.8385354361140243	26 1.7887641982123599	21 1.6710074657152365	38 1.6710074657152365	
6 5.7573085404250754	35 5.701644299876382	36 5.692703127415634	15 5.638278012474322	4 5.635457844316903	27 5.605440866356599	29 5.605440866356599	33 5.605440866356599	41 5.605440866356599	57 5.605440866356599	42 5.602293680148734	26 5.530866415076327	21 5.51246068026336	5 5.457915554455991	38 5.013658728411467	31 4.211061710354023	23 4.139056852002352	7 3.5227487427332846	22 3.401256555205649	3 3.2794739363179866	
36 3.4360967181566724	15 3.4052767572593408	25 3.3041448432946	27 3.3041448432946	33 3.3041448432946	41 3.3041448432946	57 3.3041448432946	6 3.297424230535244	4 3.2901810154658726	16 3.2544528525446648	26 3.2309412357338356	32 3.197694035175035	5 3.1770143933016923	42 3.1248328667500487	21 2.989220166025887	24 2.7287721904695266	31 2.511393148943606	34 2.389988851458064	22 2.3720856864223387	23 2.3363832247161738	
46 2.8944271909999157	47 2.8944271909999157	36 2.8788051096572875	42 2.7248328667500483	16 2.6720749008243176	6 2.621027689861599	27 2.356931247794642	29 2.356931247794642	33 2.356931247794642	41 2.356931247794642	57 2.356931247794642	15 2.2940684191484895	5 2.2662458376975154	26 2.2414173988557367	4 2.24000463305538	31 2.1569692143315073	21 2.1420065705259286	38 2.108103395344888	32 2.0651954902821243	24 1.9553755283355532	
36 5.077077794095339	25 4.998738310624165	27 4.998738310624165	29 4.998738310624165	41 4.998738310624165	57 4.998738310624165	6 4.957953711150508	4 4.90597073302876	15 4.885535686576073	16 4.883640902851695	5 4.874556518024365	26 4.83131951523502	35 4.769665629388335	24 4.264026925412123	34 3.8508695228361716	23 3.7100533606807398	31 3.359056261206348	7 3.1724688588631293	0 3.161479697742924	39 3.161479697742924	
4 4.568227316313948	36 4.520200050231484	26 4.464591582556069	21 4.425288143525677	27 4.409717652294685	33 4.409717652294685	41 4.409717652294685	6 4.369987399551284	15 4.319140889565714	16 4.303291311221836	5 4.240049125015807	32 4.157600044708633	42 4.113687248749881	24 4.039716899448621	38 3.944171372844678	34 3.8788536629840302	31 3.1496959078285354	23 3.1181412550555927	7 2.930851853062331	22 2.866512877422255	
